country,iso3,week_end_date,total_confirmed_cases,total_suspected_cases,total_deaths,total_suspected_deaths,new_confirmed_cases,new_suspected_cases,new_deaths,new_suspected_deaths
Cameroon,CMR,2022-07-03,8,NA,1,NA,2,NA,0,NA
Cameroon,CMR,2022-09-25,10,NA,3,NA,1,NA,0,NA
Cameroon,CMR,2022-10-02,10,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2022-11-27,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-02-19,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-03-26,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-10-29,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2024-01-21,47,7,4,1,0,3,0,0
Cameroon,CMR,2024-05-12,50,27,5,2,0,1,0,0
Cameroon,CMR,2024-06-16,50,29,5,2,0,0,0,0
Cameroon,CMR,2022-03-06,1,NA,0,NA,1,NA,0,NA
Cameroon,CMR,2022-03-27,3,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-05-29,4,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-07-31,8,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-08-21,8,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2022-09-18,9,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2022-10-23,12,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2022-11-13,18,NA,3,NA,2,NA,0,NA
Cameroon,CMR,2022-12-11,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-01-15,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-04-09,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-05-14,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-06-11,40,NA,3,NA,8,NA,0,NA
Cameroon,CMR,2023-08-13,43,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-11-12,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-12-17,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2024-02-04,47,9,4,1,0,1,0,0
Cameroon,CMR,2024-03-10,47,16,4,1,0,1,0,0
Cameroon,CMR,2024-06-30,50,30,5,2,0,1,0,0
Cameroon,CMR,2024-08-04,50,34,5,2,0,0,0,0
Central African Republic,CAF,2022-02-06,6,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2022-02-20,12,NA,0,NA,4,NA,0,NA
Central African Republic,CAF,2022-02-27,12,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-03-20,16,NA,0,NA,4,NA,0,NA
Central African Republic,CAF,2022-05-15,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-06-19,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-07-17,21,NA,0,NA,2,NA,0,NA
Central African Republic,CAF,2022-08-14,23,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2022-09-11,24,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2022-09-18,24,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-12-04,28,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2023-03-12,43,NA,1,NA,2,NA,0,NA
Central African Republic,CAF,2023-06-04,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-07-09,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-10-01,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-11-05,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-12-10,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2024-01-21,51,19,1,0,4,3,0,0
Central African Republic,CAF,2024-06-30,71,136,1,0,1,4,0,0
Central African Republic,CAF,2024-07-28,88,203,2,1,10,38,1,1
Congo,COG,2022-07-10,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-11-06,5,NA,0,NA,0,NA,0,NA
Congo,COG,2022-12-11,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-03-05,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-04-09,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-05-14,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-08-06,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-08-27,12,NA,0,NA,4,NA,0,NA
Congo,COG,2024-03-24,45,75,2,0,0,4,0,0
Congo,COG,2024-04-28,45,81,2,0,0,3,0,0
Congo,COG,2024-07-21,45,154,2,0,0,4,0,0
Central African Republic,CAF,2022-03-06,12,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-03-27,18,NA,0,NA,2,NA,0,NA
Central African Republic,CAF,2022-05-22,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-06-26,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2023-01-08,33,NA,0,NA,2,NA,0,NA
Central African Republic,CAF,2023-03-26,45,NA,1,NA,2,NA,0,NA
Central African Republic,CAF,2023-04-23,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-05-28,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-08-20,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-09-24,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-12-17,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-12-24,46,NA,1,NA,1,NA,0,NA
Central African Republic,CAF,2024-02-25,61,60,1,0,4,2,0,0
Central African Republic,CAF,2024-03-03,61,64,1,0,0,4,0,0
Central African Republic,CAF,2024-04-28,66,102,1,0,0,2,0,0
Central African Republic,CAF,2024-06-23,70,132,1,0,2,5,0,0
Congo,COG,2022-05-29,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-07-03,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-09-25,5,NA,0,NA,0,NA,0,NA
Congo,COG,2022-10-30,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-01-22,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-02-26,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-05-21,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-06-25,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-08-20,8,NA,0,NA,2,NA,0,NA
Congo,COG,2023-09-10,17,NA,0,NA,4,NA,0,NA
Congo,COG,2023-10-08,19,NA,1,NA,1,NA,1,NA
Congo,COG,2023-11-26,26,NA,2,NA,0,NA,0,NA
Congo,COG,2023-12-31,26,NA,2,NA,0,NA,0,NA
Congo,COG,2024-01-21,28,5,2,0,1,2,0,0
Congo,COG,2024-05-05,45,88,2,0,0,7,0,0
Congo,COG,2024-06-09,45,143,2,0,0,3,0,0
Benin,BEN,2022-06-26,3,NA,0,NA,3,NA,0,NA
Benin,BEN,2022-07-31,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-09-04,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-11-27,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-01-01,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-03-26,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-04-30,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-06-04,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-08-27,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-10-01,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-12-24,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-01-28,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-04-21,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-05-26,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-06-30,3,NA,0,NA,0,NA,0,NA
Cameroon,CMR,2022-03-13,2,NA,1,NA,1,NA,1,NA
Cameroon,CMR,2022-10-09,10,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-01-22,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-02-26,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-07-30,43,NA,3,NA,1,NA,0,NA
Cameroon,CMR,2023-12-24,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2024-01-28,47,8,4,1,0,1,0,0
Cameroon,CMR,2024-04-14,50,25,5,2,2,2,1,1
Cameroon,CMR,2024-05-19,50,27,5,2,0,0,0,0
Cameroon,CMR,2024-06-23,50,29,5,2,0,0,0,0
Central African Republic,CAF,2022-02-13,8,NA,0,NA,2,NA,0,NA
Central African Republic,CAF,2022-04-10,18,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-05-08,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-08-28,23,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-10-23,28,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-11-27,28,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2023-01-15,35,NA,0,NA,2,NA,0,NA
Benin,BEN,2022-07-10,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-08-14,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-11-06,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-12-11,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-03-05,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-04-09,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-07-02,3,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-06-12,10,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-07-17,100,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-08-21,149,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-09-25,200,NA,0,NA,10,NA,0,NA
Democratic Republic of the Congo,COD,2022-10-09,228,NA,0,NA,26,NA,0,NA
Democratic Republic of the Congo,COD,2022-12-11,275,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-06-04,674,NA,2,NA,31,NA,0,NA
Democratic Republic of the Congo,COD,2023-07-23,828,NA,2,NA,11,NA,0,NA
Democratic Republic of the Congo,COD,2023-12-03,1178,NA,2,NA,7,NA,0,NA
Democratic Republic of the Congo,COD,2023-12-24,1230,NA,2,NA,30,NA,0,NA
Democratic Republic of the Congo,COD,2024-01-14,1308,551,3,49,40,296,1,26
Democratic Republic of the Congo,COD,2024-02-11,1563,2095,3,184,71,520,0,49
Democratic Republic of the Congo,COD,2024-04-07,2021,5142,5,321,72,292,1,9
Democratic Republic of the Congo,COD,2024-05-19,2740,7396,12,371,153,454,2,6
Central African Republic,CAF,2023-04-09,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-07-02,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-08-06,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-10-29,45,NA,1,NA,0,NA,0,NA
Congo,COG,2024-03-10,45,61,2,0,8,16,0,0
Congo,COG,2024-03-17,45,71,2,0,0,10,0,0
Democratic Republic of the Congo,COD,2022-07-24,100,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-08-14,149,NA,0,NA,49,NA,0,NA
Democratic Republic of the Congo,COD,2022-10-30,251,NA,0,NA,1,NA,0,NA
Democratic Republic of the Congo,COD,2022-11-13,258,NA,0,NA,6,NA,0,NA
Democratic Republic of the Congo,COD,2022-11-27,272,NA,0,NA,10,NA,0,NA
Democratic Republic of the Congo,COD,2022-12-04,275,NA,0,NA,3,NA,0,NA
Democratic Republic of the Congo,COD,2023-01-01,279,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-01-08,316,NA,0,NA,37,NA,0,NA
Democratic Republic of the Congo,COD,2023-01-22,355,NA,0,NA,22,NA,0,NA
Democratic Republic of the Congo,COD,2023-01-29,377,NA,0,NA,22,NA,0,NA
Democratic Republic of the Congo,COD,2023-03-12,441,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-04-02,453,NA,0,NA,2,NA,0,NA
Democratic Republic of the Congo,COD,2023-04-16,556,NA,0,NA,39,NA,0,NA
Democratic Republic of the Congo,COD,2023-04-23,556,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-08-06,849,NA,2,NA,15,NA,0,NA
Democratic Republic of the Congo,COD,2023-10-01,925,NA,2,NA,14,NA,0,NA
Democratic Republic of the Congo,COD,2023-10-15,982,NA,2,NA,30,NA,0,NA
Democratic Republic of the Congo,COD,2023-12-31,1245,NA,2,NA,15,NA,0,NA
Democratic Republic of the Congo,COD,2024-02-25,1673,3255,3,261,51,613,0,40
Democratic Republic of the Congo,COD,2024-04-28,2241,5918,8,337,77,261,2,5
Congo,COG,2024-03-31,45,75,2,0,0,0,0,0
Congo,COG,2024-06-23,45,148,2,0,0,3,0,0
Congo,COG,2024-07-28,45,160,2,0,0,6,0,0
Benin,BEN,2023-08-06,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-09-10,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-12-03,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-01-07,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-03-31,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-05-05,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-07-28,3,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-05-29,10,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-09-10,889,NA,2,NA,3,NA,0,NA
Democratic Republic of the Congo,COD,2023-10-29,1046,NA,2,NA,35,NA,0,NA
Democratic Republic of the Congo,COD,2024-03-03,1742,3625,4,275,69,370,1,14
Democratic Republic of the Congo,COD,2024-06-02,3181,8291,15,395,228,427,2,12
Democratic Republic of the Congo,COD,2024-06-23,3867,10035,18,425,236,595,0,7
Democratic Republic of the Congo,COD,2024-06-30,4113,10855,22,435,246,820,4,10
Cameroon,CMR,2022-06-19,6,NA,1,NA,1,NA,0,NA
Cameroon,CMR,2022-06-26,6,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-07-17,8,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-10-30,16,NA,3,NA,4,NA,0,NA
Cameroon,CMR,2022-11-06,16,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-01-01,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-02-05,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-04-30,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-07-09,41,NA,3,NA,0,NA,0,NA
Liberia,LBR,2024-01-14,18,4,0,0,1,4,0,0
Liberia,LBR,2024-01-21,18,4,0,0,0,0,0,0
Liberia,LBR,2024-05-12,22,36,0,0,0,0,0,0
Liberia,LBR,2024-06-16,22,36,0,0,0,0,0,0
Mozambique,MOZ,2022-11-20,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2022-12-25,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-03-19,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-04-23,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-07-16,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-08-20,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-09-24,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-12-17,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-01-21,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-04-14,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-05-19,1,NA,1,NA,0,NA,0,NA
Nigeria,NGA,2022-01-16,2,NA,0,NA,1,NA,0,NA
Nigeria,NGA,2022-05-01,15,NA,1,NA,1,NA,0,NA
Nigeria,NGA,2022-07-10,101,NA,3,NA,17,NA,0,NA
