country,iso3,week_end_date,total_confirmed_cases,total_suspected_cases,total_deaths,total_suspected_deaths,new_confirmed_cases,new_suspected_cases,new_deaths,new_suspected_deaths
Central African Republic,CAF,2023-03-19,43,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-05-14,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-06-18,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-09-10,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-10-15,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2024-01-14,47,16,1,0,0,12,0,0
Central African Republic,CAF,2024-05-19,66,110,1,0,0,3,0,0
Central African Republic,CAF,2024-06-16,68,127,1,0,1,3,0,0
Congo,COG,2022-05-08,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-06-12,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-11-27,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-01-01,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-02-05,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-04-30,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-06-04,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-09-17,18,NA,0,NA,1,NA,0,NA
Congo,COG,2023-11-12,25,NA,2,NA,0,NA,0,NA
Congo,COG,2023-12-10,26,NA,2,NA,0,NA,0,NA
Congo,COG,2024-01-28,30,9,2,0,2,4,0,0
Congo,COG,2024-04-14,45,77,2,0,0,0,0,0
Congo,COG,2024-05-19,45,135,2,0,0,41,0,0
Democratic Republic of the Congo,COD,2022-05-22,10,NA,0,NA,10,NA,0,NA
Democratic Republic of the Congo,COD,2022-07-03,100,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-08-07,100,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-09-18,190,NA,0,NA,16,NA,0,NA
Democratic Republic of the Congo,COD,2022-10-16,235,NA,0,NA,7,NA,0,NA
Democratic Republic of the Congo,COD,2022-11-06,252,NA,0,NA,1,NA,0,NA
Democratic Republic of the Congo,COD,2023-02-05,387,NA,0,NA,10,NA,0,NA
Democratic Republic of the Congo,COD,2023-02-12,387,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-03-05,441,NA,0,NA,21,NA,0,NA
Democratic Republic of the Congo,COD,2023-04-09,517,NA,0,NA,64,NA,0,NA
Democratic Republic of the Congo,COD,2023-04-30,558,NA,0,NA,2,NA,0,NA
Democratic Republic of the Congo,COD,2023-05-21,641,NA,2,NA,9,NA,0,NA
Democratic Republic of the Congo,COD,2023-07-09,786,NA,2,NA,27,NA,0,NA
Democratic Republic of the Congo,COD,2023-08-13,860,NA,2,NA,11,NA,0,NA
Democratic Republic of the Congo,COD,2024-07-07,4368,11727,22,462,255,872,0,27
Democratic Republic of the Congo,COD,2024-07-21,4865,13697,24,512,222,989,2,26
Ghana,GHA,2022-04-10,2,NA,0,NA,0,NA,0,NA
Ghana,GHA,2022-05-15,2,NA,0,NA,0,NA,0,NA
Ghana,GHA,2022-06-19,22,NA,0,NA,3,NA,0,NA
Central African Republic,CAF,2022-12-11,29,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2023-01-01,31,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2023-01-29,37,NA,0,NA,2,NA,0,NA
Central African Republic,CAF,2023-02-19,41,NA,1,NA,2,NA,0,NA
Central African Republic,CAF,2023-04-16,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-05-21,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-08-13,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-09-17,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-10-22,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2024-03-24,63,79,1,0,2,5,0,0
Central African Republic,CAF,2024-04-21,66,100,1,0,0,8,0,0
Central African Republic,CAF,2024-05-26,66,118,1,0,0,8,0,0
Central African Republic,CAF,2024-07-14,73,140,1,0,1,3,0,0
Congo,COG,2022-05-01,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-06-05,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-10-02,5,NA,0,NA,0,NA,0,NA
Congo,COG,2022-12-25,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-01-29,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-04-23,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-05-28,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-07-02,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-11-05,25,NA,2,NA,0,NA,0,NA
Congo,COG,2023-12-03,26,NA,2,NA,0,NA,0,NA
Congo,COG,2024-01-07,26,0,2,0,0,0,0,0
Congo,COG,2024-04-07,45,77,2,0,0,2,0,0
Central African Republic,CAF,2024-09-15,97,285,2,1,3,0,0,0
Cameroon,CMR,2024-09-15,51,54,5,2,0,0,0,0
Benin,BEN,2024-09-15,3,NA,0,NA,0,NA,0,NA
Gabon,GAB,2024-09-15,2,15,0,0,0,0,0,0
Liberia,LBR,2024-09-15,28,85,0,0,2,0,0,0
Ghana,GHA,2024-09-15,127,NA,4,NA,0,NA,0,NA
Guinea,GIN,2024-09-15,1,30,0,0,0,0,0,0
Rwanda,RWA,2024-09-15,4,4,0,0,0,0,0,0
Morocco,MAR,2024-09-15,6,0,0,0,1,0,0,0
South Africa,ZAF,2024-09-15,30,25,3,3,0,0,0,0
Uganda,UGA,2024-09-15,11,120,0,0,0,0,0,0
Burundi,BDI,2024-09-15,564,1557,0,0,179,197,0,0
Kenya,KEN,2024-09-15,5,115,0,0,0,0,0,0
Nigeria,NGA,2024-09-15,916,935,9,0,0,0,0,0
Côte d’Ivoire,CIV,2024-09-15,45,176,1,0,0,4,0,0
Mozambique,MOZ,2024-09-15,1,NA,1,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2024-09-15,6644,25757,27,806,118,1573,0,30
Ghana,GHA,2023-02-12,123,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-05-14,127,NA,4,NA,1,NA,0,NA
Ghana,GHA,2023-07-09,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-08-13,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-09-17,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-12-10,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-01-14,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-04-07,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-05-12,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2022-03-06,2,NA,0,NA,1,NA,0,NA
Ghana,GHA,2022-03-13,2,NA,0,NA,0,NA,0,NA
Ghana,GHA,2022-06-12,19,NA,0,NA,11,NA,0,NA
Ghana,GHA,2022-07-03,29,NA,0,NA,6,NA,0,NA
Ghana,GHA,2022-08-14,67,NA,1,NA,12,NA,0,NA
Ghana,GHA,2022-10-16,105,NA,4,NA,1,NA,0,NA
Ghana,GHA,2022-10-23,105,NA,4,NA,0,NA,0,NA
Ghana,GHA,2022-11-13,107,NA,4,NA,0,NA,0,NA
Ghana,GHA,2022-12-25,121,NA,4,NA,5,NA,0,NA
Ghana,GHA,2023-01-29,123,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-03-05,123,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-04-02,124,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-04-30,125,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-05-21,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-06-25,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-07-30,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-10-22,127,NA,4,NA,0,NA,0,NA
Central African Republic,CAF,2022-01-23,4,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-01-30,5,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2022-07-10,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-10-02,25,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-11-06,28,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2023-01-22,35,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2023-02-12,39,NA,1,NA,2,NA,1,NA
Central African Republic,CAF,2023-05-07,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-06-11,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-07-16,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-10-08,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-11-12,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-12-31,47,NA,1,NA,1,NA,0,NA
Central African Republic,CAF,2024-01-07,47,4,1,0,0,4,0,0
Central African Republic,CAF,2024-02-04,53,36,1,0,1,9,0,0
Central African Republic,CAF,2024-02-18,57,58,1,0,3,15,0,0
Central African Republic,CAF,2024-05-12,66,107,1,0,0,3,0,0
Central African Republic,CAF,2024-07-07,72,137,1,0,1,1,0,0
Ghana,GHA,2024-08-04,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-11-26,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-02-18,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-03-24,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-06-16,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-07-21,127,NA,4,NA,0,NA,0,NA
Liberia,LBR,2022-08-21,3,NA,0,NA,0,NA,0,NA
Liberia,LBR,2022-09-25,3,NA,0,NA,0,NA,0,NA
Liberia,LBR,2022-12-18,6,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-01-22,6,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-03-12,9,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-03-19,10,NA,0,NA,1,NA,0,NA
Liberia,LBR,2023-04-09,10,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-08-06,12,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-09-10,12,NA,0,NA,0,NA,0,NA
Liberia,LBR,2024-03-03,20,17,0,0,0,0,0,0
Liberia,LBR,2024-04-28,22,36,0,0,0,0,0,0
Liberia,LBR,2024-06-02,22,36,0,0,0,0,0,0
Liberia,LBR,2024-07-21,22,47,0,0,0,0,0,0
Congo,COG,2022-05-15,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-08-07,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-08-14,3,NA,0,NA,1,NA,0,NA
Congo,COG,2022-09-04,3,NA,0,NA,0,NA,0,NA
Congo,COG,2022-12-04,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-01-08,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-04-02,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-05-07,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-07-30,5,NA,0,NA,0,NA,0,NA
Congo,COG,2024-02-04,30,11,2,0,0,2,0,0
Congo,COG,2024-02-25,37,43,2,0,2,7,0,0
Congo,COG,2024-04-21,45,78,2,0,0,1,0,0
Congo,COG,2024-07-14,45,150,2,0,0,1,0,0
Liberia,LBR,2022-08-07,2,NA,0,NA,1,NA,0,NA
Liberia,LBR,2022-10-30,3,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-01-29,7,NA,0,NA,1,NA,0,NA
Liberia,LBR,2023-03-26,10,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-04-23,12,NA,0,NA,2,NA,0,NA
Liberia,LBR,2023-06-18,12,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-07-23,12,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-10-15,12,NA,0,NA,0,NA,0,NA
Liberia,LBR,2023-12-10,17,NA,0,NA,0,NA,0,NA
Nigeria,NGA,2022-07-31,157,NA,3,NA,24,NA,0,NA
Nigeria,NGA,2022-10-02,481,NA,7,NA,25,NA,0,NA
Nigeria,NGA,2023-06-18,843,NA,9,NA,0,NA,0,NA
Nigeria,NGA,2023-10-15,846,NA,9,NA,0,NA,0,NA
Nigeria,NGA,2024-01-07,861,5,9,0,0,5,0,0
Nigeria,NGA,2024-02-25,867,151,9,0,0,41,0,0
Nigeria,NGA,2024-03-17,873,254,9,0,2,21,0,0
Nigeria,NGA,2024-04-14,881,389,9,0,1,26,0,0
Nigeria,NGA,2024-05-05,885,439,9,0,2,18,0,0
Nigeria,NGA,2024-06-23,892,610,9,0,1,6,0,0
Benin,BEN,2022-07-24,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-08-28,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-10-02,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-12-25,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-01-29,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-04-23,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-05-28,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-08-20,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-09-24,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-10-29,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-01-21,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-02-25,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-05-19,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-06-23,3,NA,0,NA,0,NA,0,NA
Mozambique,MOZ,2022-10-30,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2022-12-04,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-02-26,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-04-02,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-06-25,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-07-30,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-10-22,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-11-26,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2023-12-31,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-03-24,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-04-28,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-07-21,1,NA,1,NA,0,NA,0,NA
Nigeria,NGA,2022-01-23,3,NA,0,NA,1,NA,0,NA
Nigeria,NGA,2022-02-20,4,NA,0,NA,1,NA,0,NA
Nigeria,NGA,2022-04-10,13,NA,1,NA,2,NA,1,NA
Nigeria,NGA,2022-08-21,241,NA,6,NA,21,NA,2,NA
Nigeria,NGA,2023-06-11,843,NA,9,NA,1,NA,0,NA
Nigeria,NGA,2023-08-06,846,NA,9,NA,0,NA,0,NA
Nigeria,NGA,2023-09-10,846,NA,9,NA,0,NA,0,NA
Nigeria,NGA,2023-12-17,860,NA,9,NA,1,NA,0,NA
Nigeria,NGA,2024-01-21,861,24,9,0,0,14,0,0
Nigeria,NGA,2024-04-28,883,421,9,0,2,12,0,0
Nigeria,NGA,2024-05-26,887,513,9,0,2,13,0,0
Nigeria,NGA,2024-07-14,898,698,9,0,0,34,0,0
Democratic Republic of the Congo,COD,2022-06-19,100,NA,0,NA,90,NA,0,NA
Democratic Republic of the Congo,COD,2022-09-04,174,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-10-02,202,NA,0,NA,2,NA,0,NA
Democratic Republic of the Congo,COD,2023-02-19,420,NA,0,NA,33,NA,0,NA
Democratic Republic of the Congo,COD,2023-02-26,420,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2023-05-07,604,NA,1,NA,46,NA,1,NA
Democratic Republic of the Congo,COD,2023-06-11,675,NA,2,NA,1,NA,0,NA
Democratic Republic of the Congo,COD,2023-08-20,868,NA,2,NA,8,NA,0,NA
Democratic Republic of the Congo,COD,2023-08-27,880,NA,2,NA,12,NA,0,NA
Democratic Republic of the Congo,COD,2023-09-17,899,NA,2,NA,10,NA,0,NA
Democratic Republic of the Congo,COD,2023-11-05,1075,NA,2,NA,29,NA,0,NA
Democratic Republic of the Congo,COD,2024-05-12,2587,6942,10,365,161,584,1,16
Democratic Republic of the Congo,COD,2024-07-14,4643,12708,22,486,275,981,0,24
Democratic Republic of the Congo,COD,2024-07-28,5079,14640,27,540,214,943,3,28
Democratic Republic of the Congo,COD,2024-08-04,5342,15838,27,574,263,1198,0,34
Benin,BEN,2022-08-21,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-09-25,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2022-12-18,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-01-22,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-02-26,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-05-21,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-06-25,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-09-17,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2023-10-22,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-01-14,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-02-18,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-03-24,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-06-16,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-07-21,3,NA,0,NA,0,NA,0,NA
Burundi,BDI,2024-08-04,40,193,0,0,31,173,0,0
Cameroon,CMR,2022-04-10,3,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-05-08,4,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-09-04,8,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2022-11-20,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-02-12,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-03-19,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-04-23,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-05-21,30,NA,3,NA,12,NA,0,NA
Cameroon,CMR,2023-06-25,41,NA,3,NA,1,NA,0,NA
Cameroon,CMR,2023-08-27,43,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-09-24,44,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-10-22,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2024-01-14,47,4,4,1,2,4,1,1
Cameroon,CMR,2024-02-18,47,11,4,1,0,1,0,0
Cameroon,CMR,2024-06-09,50,29,5,2,0,0,0,0
Cameroon,CMR,2024-07-14,50,34,5,2,0,3,0,0
Central African Republic,CAF,2022-01-09,1,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2022-04-24,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-05-29,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-07-24,21,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-11-13,28,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-12-18,30,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2023-02-05,37,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2023-02-26,41,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-04-30,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-07-23,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-08-27,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2023-11-19,45,NA,1,NA,0,NA,0,NA
Central African Republic,CAF,2024-03-10,61,68,1,0,0,4,0,0
Central African Republic,CAF,2024-05-05,66,104,1,0,0,2,0,0
Central African Republic,CAF,2024-06-02,66,121,1,0,0,3,0,0
Central African Republic,CAF,2024-07-21,78,165,1,0,5,25,0,0
Central African Republic,CAF,2024-08-04,90,233,2,1,2,30,0,0
Congo,COG,2022-04-24,2,NA,0,NA,2,NA,0,NA
Congo,COG,2022-05-22,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-06-26,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-07-31,2,NA,0,NA,0,NA,0,NA
Congo,COG,2022-08-28,3,NA,0,NA,0,NA,0,NA
Congo,COG,2022-09-18,5,NA,0,NA,0,NA,0,NA
Congo,COG,2022-10-23,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-01-15,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-02-19,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-03-26,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-06-18,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-07-23,5,NA,0,NA,0,NA,0,NA
Congo,COG,2023-08-13,6,NA,0,NA,1,NA,0,NA
Congo,COG,2023-10-29,25,NA,2,NA,2,NA,0,NA
Congo,COG,2023-12-24,26,NA,2,NA,0,NA,0,NA
Congo,COG,2024-06-02,45,140,2,0,0,2,0,0
Congo,COG,2024-07-07,45,149,2,0,0,1,0,0
Democratic Republic of the Congo,COD,2022-06-26,100,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-07-31,100,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-09-11,174,NA,0,NA,0,NA,0,NA
Democratic Republic of the Congo,COD,2022-12-25,279,NA,0,NA,2,NA,0,NA
Democratic Republic of the Congo,COD,2023-01-15,333,NA,0,NA,17,NA,0,NA
Democratic Republic of the Congo,COD,2023-05-28,643,NA,2,NA,2,NA,0,NA
Democratic Republic of the Congo,COD,2023-06-25,734,NA,2,NA,34,NA,0,NA
Democratic Republic of the Congo,COD,2023-07-02,759,NA,2,NA,25,NA,0,NA
Democratic Republic of the Congo,COD,2024-01-21,1358,828,3,71,50,277,0,22
Democratic Republic of the Congo,COD,2024-02-04,1492,1575,3,135,43,406,0,35
Democratic Republic of the Congo,COD,2024-02-18,1622,2642,3,221,59,547,0,37
Democratic Republic of the Congo,COD,2024-03-10,1790,4006,4,283,48,381,0,8
Democratic Republic of the Congo,COD,2024-03-31,1949,4850,4,312,50,273,0,5
Democratic Republic of the Congo,COD,2024-04-14,2097,5400,5,325,76,258,0,4
Democratic Republic of the Congo,COD,2024-06-16,3631,9440,18,418,201,589,2,12
Ghana,GHA,2022-05-29,2,NA,0,NA,0,NA,0,NA
Ghana,GHA,2022-07-31,51,NA,1,NA,14,NA,1,NA
Ghana,GHA,2022-08-07,55,NA,1,NA,4,NA,0,NA
Ghana,GHA,2022-09-18,95,NA,4,NA,3,NA,0,NA
Ghana,GHA,2023-01-01,121,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-02-26,123,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-03-26,124,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-04-23,125,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-06-18,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-07-23,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-10-15,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-11-19,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-12-24,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-03-17,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2024-04-21,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2022-04-17,2,NA,0,NA,0,NA,0,NA
Ghana,GHA,2022-05-22,2,NA,0,NA,0,NA,0,NA
Ghana,GHA,2022-06-05,8,NA,0,NA,6,NA,0,NA
Ghana,GHA,2022-12-18,116,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-01-08,121,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-04-09,125,NA,4,NA,1,NA,0,NA
Ghana,GHA,2023-05-07,126,NA,4,NA,1,NA,0,NA
Ghana,GHA,2023-06-11,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-09-03,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-10-08,127,NA,4,NA,0,NA,0,NA
Ghana,GHA,2023-12-31,127,NA,4,NA,0,NA,0,NA
Central African Republic,CAF,2024-08-25,94,272,2,1,2,7,0,0
Congo,COG,2024-09-01,47,184,2,0,0,0,0,0
Central African Republic,CAF,2024-09-01,94,278,2,1,0,6,0,0
Nigeria,NGA,2024-09-01,916,935,9,0,5,54,0,0
Benin,BEN,2024-09-01,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-09-08,3,NA,0,NA,0,NA,0,NA
Côte d’Ivoire,CIV,2024-08-25,41,108,1,0,8,52,0,0
Côte d’Ivoire,CIV,2024-09-08,45,172,1,0,0,4,0,0
Côte d’Ivoire,CIV,2024-09-01,45,168,1,0,4,60,0,0
Democratic Republic of the Congo,COD,2024-09-01,6392,22604,27,737,300,1998,0,51
Guinea,GIN,2024-09-08,1,30,0,0,0,25,0,0
Mozambique,MOZ,2024-08-25,1,NA,1,NA,0,NA,0,NA
Mozambique,MOZ,2024-09-08,1,NA,1,NA,0,NA,0,NA
Benin,BEN,2023-11-19,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-02-11,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-03-17,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-06-09,3,NA,0,NA,0,NA,0,NA
Benin,BEN,2024-07-14,3,NA,0,NA,0,NA,0,NA
Cameroon,CMR,2022-04-24,3,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-05-01,4,NA,1,NA,1,NA,0,NA
Cameroon,CMR,2022-05-22,4,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-07-24,8,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-08-14,8,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2022-12-04,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-01-08,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-04-02,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-05-07,18,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-05-28,31,NA,3,NA,1,NA,0,NA
Cameroon,CMR,2023-06-18,40,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-08-06,43,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-11-05,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2023-12-10,45,NA,3,NA,0,NA,0,NA
Cameroon,CMR,2024-03-03,47,15,4,1,0,3,0,0
Cameroon,CMR,2024-05-05,50,26,5,2,0,0,0,0
Cameroon,CMR,2024-07-28,50,34,5,2,0,0,0,0
Central African Republic,CAF,2022-01-16,4,NA,0,NA,3,NA,0,NA
Central African Republic,CAF,2022-03-13,12,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-07-03,19,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-07-31,22,NA,0,NA,1,NA,0,NA
Central African Republic,CAF,2022-08-07,22,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-09-04,23,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-10-30,28,NA,0,NA,0,NA,0,NA
Central African Republic,CAF,2022-12-25,30,NA,0,NA,0,NA,0,NA
Cameroon,CMR,2022-04-17,3,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-05-15,4,NA,1,NA,0,NA,0,NA
Cameroon,CMR,2022-06-05,5,NA,1,NA,1,NA,0,NA
Cameroon,CMR,2022-06-12,5,NA,1,NA,0,NA,0,NA
