IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,7,0,4,0-4,0,Not applicable,1,Model-based Estimates,2,Interpolation,1098724.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,71,5,9,5-9,0,Not applicable,1,Model-based Estimates,2,Interpolation,912592.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,76,10,14,10-14,0,Not applicable,1,Model-based Estimates,2,Interpolation,709911.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,576108.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,470423
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,375297.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,322161
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,278964
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,196775.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,162020
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,66,50,54,50-54,0,Not applicable,1,Model-based Estimates,2,Interpolation,133161
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,68,55,59,55-59,0,Not applicable,1,Model-based Estimates,2,Interpolation,107168.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,60,60,64,60-64,0,Not applicable,1,Model-based Estimates,2,Interpolation,86091.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,72,65,69,65-69,0,Not applicable,1,Model-based Estimates,2,Interpolation,67209
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,73,70,74,70-74,0,Not applicable,1,Model-based Estimates,2,Interpolation,46817.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,58,75,79,75-79,0,Not applicable,1,Model-based Estimates,2,Interpolation,27329
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,61,80,84,80-84,0,Not applicable,1,Model-based Estimates,2,Interpolation,12148
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,65,85,89,85-89,0,Not applicable,1,Model-based Estimates,2,Interpolation,3594.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,74,90,94,90-94,0,Not applicable,1,Model-based Estimates,2,Interpolation,540
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,70,95,99,95-99,0,Not applicable,1,Model-based Estimates,2,Interpolation,15.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,41,1990,4,Median,3,Both sexes,59,100,null,100,0,Not applicable,1,Model-based Estimates,2,Interpolation,0
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,7,0,4,0-4,0,Not applicable,1,Model-based Estimates,2,Interpolation,1115102.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,71,5,9,5-9,0,Not applicable,1,Model-based Estimates,2,Interpolation,935104.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,76,10,14,10-14,0,Not applicable,1,Model-based Estimates,2,Interpolation,741556.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,589599
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,481193
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,379793
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,322072
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,280178.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,207858
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,164200
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,66,50,54,50-54,0,Not applicable,1,Model-based Estimates,2,Interpolation,135056
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,68,55,59,55-59,0,Not applicable,1,Model-based Estimates,2,Interpolation,108429.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,60,60,64,60-64,0,Not applicable,1,Model-based Estimates,2,Interpolation,86373.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,72,65,69,65-69,0,Not applicable,1,Model-based Estimates,2,Interpolation,67119
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,73,70,74,70-74,0,Not applicable,1,Model-based Estimates,2,Interpolation,46771
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,58,75,79,75-79,0,Not applicable,1,Model-based Estimates,2,Interpolation,27248
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,61,80,84,80-84,0,Not applicable,1,Model-based Estimates,2,Interpolation,12103
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,65,85,89,85-89,0,Not applicable,1,Model-based Estimates,2,Interpolation,3552.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,74,90,94,90-94,0,Not applicable,1,Model-based Estimates,2,Interpolation,531.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,70,95,99,95-99,0,Not applicable,1,Model-based Estimates,2,Interpolation,16
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,42,1991,4,Median,3,Both sexes,59,100,null,100,0,Not applicable,1,Model-based Estimates,2,Interpolation,0
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,7,0,4,0-4,0,Not applicable,1,Model-based Estimates,2,Interpolation,1133310
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,71,5,9,5-9,0,Not applicable,1,Model-based Estimates,2,Interpolation,952332.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,76,10,14,10-14,0,Not applicable,1,Model-based Estimates,2,Interpolation,778190.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,608233.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,500252
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,392260.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,327481.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,284766
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,220950
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,167515
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,66,50,54,50-54,0,Not applicable,1,Model-based Estimates,2,Interpolation,137737
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,68,55,59,55-59,0,Not applicable,1,Model-based Estimates,2,Interpolation,110484.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,60,60,64,60-64,0,Not applicable,1,Model-based Estimates,2,Interpolation,87210
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,72,65,69,65-69,0,Not applicable,1,Model-based Estimates,2,Interpolation,67234
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,73,70,74,70-74,0,Not applicable,1,Model-based Estimates,2,Interpolation,46857
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,58,75,79,75-79,0,Not applicable,1,Model-based Estimates,2,Interpolation,27250.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,61,80,84,80-84,0,Not applicable,1,Model-based Estimates,2,Interpolation,12130
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,65,85,89,85-89,0,Not applicable,1,Model-based Estimates,2,Interpolation,3585
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,74,90,94,90-94,0,Not applicable,1,Model-based Estimates,2,Interpolation,576
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,70,95,99,95-99,0,Not applicable,1,Model-based Estimates,2,Interpolation,46
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,43,1992,4,Median,3,Both sexes,59,100,null,100,0,Not applicable,1,Model-based Estimates,2,Interpolation,5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,7,0,4,0-4,0,Not applicable,1,Model-based Estimates,2,Interpolation,1131150
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,71,5,9,5-9,0,Not applicable,1,Model-based Estimates,2,Interpolation,958994.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,76,10,14,10-14,0,Not applicable,1,Model-based Estimates,2,Interpolation,802562.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,594177
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,453106.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,345567.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,288271.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,258313.50000000000
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,213401
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,157658.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,66,50,54,50-54,0,Not applicable,1,Model-based Estimates,2,Interpolation,131801.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,68,55,59,55-59,0,Not applicable,1,Model-based Estimates,2,Interpolation,107026
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,60,60,64,60-64,0,Not applicable,1,Model-based Estimates,2,Interpolation,84429
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,72,65,69,65-69,0,Not applicable,1,Model-based Estimates,2,Interpolation,64776.00000000000
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,73,70,74,70-74,0,Not applicable,1,Model-based Estimates,2,Interpolation,45108
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,58,75,79,75-79,0,Not applicable,1,Model-based Estimates,2,Interpolation,25964.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,61,80,84,80-84,0,Not applicable,1,Model-based Estimates,2,Interpolation,11199
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,65,85,89,85-89,0,Not applicable,1,Model-based Estimates,2,Interpolation,2930
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,74,90,94,90-94,0,Not applicable,1,Model-based Estimates,2,Interpolation,359
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,70,95,99,95-99,0,Not applicable,1,Model-based Estimates,2,Interpolation,40
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,44,1993,4,Median,3,Both sexes,59,100,null,100,0,Not applicable,1,Model-based Estimates,2,Interpolation,7.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,7,0,4,0-4,0,Not applicable,1,Model-based Estimates,2,Interpolation,1117437.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,71,5,9,5-9,0,Not applicable,1,Model-based Estimates,2,Interpolation,970559
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,76,10,14,10-14,0,Not applicable,1,Model-based Estimates,2,Interpolation,831594.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,618589.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,453381
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,57,25,29,25-29,0,Not applicable,1,Model-based Estimates,2,Interpolation,343640
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,62,30,34,30-34,0,Not applicable,1,Model-based Estimates,2,Interpolation,279515
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,63,35,39,35-39,0,Not applicable,1,Model-based Estimates,2,Interpolation,251811
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,64,40,44,40-44,0,Not applicable,1,Model-based Estimates,2,Interpolation,219773
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,69,45,49,45-49,0,Not applicable,1,Model-based Estimates,2,Interpolation,155186
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,66,50,54,50-54,0,Not applicable,1,Model-based Estimates,2,Interpolation,131531.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,68,55,59,55-59,0,Not applicable,1,Model-based Estimates,2,Interpolation,107325
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,60,60,64,60-64,0,Not applicable,1,Model-based Estimates,2,Interpolation,84233.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,72,65,69,65-69,0,Not applicable,1,Model-based Estimates,2,Interpolation,64101
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,73,70,74,70-74,0,Not applicable,1,Model-based Estimates,2,Interpolation,44592
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,58,75,79,75-79,0,Not applicable,1,Model-based Estimates,2,Interpolation,25631.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,61,80,84,80-84,0,Not applicable,1,Model-based Estimates,2,Interpolation,11027
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,65,85,89,85-89,0,Not applicable,1,Model-based Estimates,2,Interpolation,2897.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,74,90,94,90-94,0,Not applicable,1,Model-based Estimates,2,Interpolation,570.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,70,95,99,95-99,0,Not applicable,1,Model-based Estimates,2,Interpolation,383
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,45,1994,4,Median,3,Both sexes,59,100,null,100,0,Not applicable,1,Model-based Estimates,2,Interpolation,74.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,46,1995,4,Median,3,Both sexes,7,0,4,0-4,0,Not applicable,1,Model-based Estimates,2,Interpolation,1121037.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,46,1995,4,Median,3,Both sexes,71,5,9,5-9,0,Not applicable,1,Model-based Estimates,2,Interpolation,991546.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,46,1995,4,Median,3,Both sexes,76,10,14,10-14,0,Not applicable,1,Model-based Estimates,2,Interpolation,866795.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,46,1995,4,Median,3,Both sexes,67,15,19,15-19,0,Not applicable,1,Model-based Estimates,2,Interpolation,678649.5
46,Population by 5-year age groups and sex,Annual population by 5-year age groups and by sex,World Population Prospects,2024,United Nations Population Division,108,Burundi,BI,BDI,46,1995,4,Median,3,Both sexes,75,20,24,20-24,0,Not applicable,1,Model-based Estimates,2,Interpolation,517045.50000000000
