"","X.1","X_7","SAR","case_7","closest_SAR_7","X_10","case_10","closest_SAR_10","X","case_14","closest_SAR_14","clade1_cR0_7","clade1_cR0_10","clade1_cR0_14","clade2_R0_7","clade2_R0_10","clade2_R0_14"
"11",11,11,0.05,9.99842616136171e-05,0.744157433364177,11,9.99834756151285e-05,0.459569030424409,11,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.0674348501058065,0.109167305760832,0.160917824641981
"12",12,12,0.055,9.99842616136171e-05,0.744157433364177,12,9.99834756151285e-05,0.459569030424409,12,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.0741783351163871,0.120084036336915,0.177009607106179
"13",13,13,0.06,9.99842616136171e-05,0.744157433364177,13,9.99834756151285e-05,0.459569030424409,13,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.0809218201269678,0.131000766912998,0.193101389570377
"14",14,14,0.065,9.99842616136171e-05,0.744157433364177,14,9.99834756151285e-05,0.459569030424409,14,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.0876653051375484,0.141917497489082,0.209193172034575
"15",15,15,0.07,9.99842616136171e-05,0.744157433364177,15,9.99834756151285e-05,0.459569030424409,15,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.0944087901481291,0.152834228065165,0.225284954498773
"16",16,16,0.075,9.99842616136171e-05,0.744157433364177,16,9.99834756151285e-05,0.459569030424409,16,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.10115227515871,0.163750958641248,0.241376736962971
"17",17,17,0.08,9.99842616136171e-05,0.744157433364177,17,9.99834756151285e-05,0.459569030424409,17,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.10789576016929,0.174667689217331,0.257468519427169
"18",18,18,0.085,9.99842616136171e-05,0.744157433364177,18,9.99834756151285e-05,0.459569030424409,18,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.114639245179871,0.185584419793414,0.273560301891367
"19",19,19,0.09,9.99842616136171e-05,0.744157433364177,19,9.99834756151285e-05,0.459569030424409,19,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.121382730190452,0.196501150369498,0.289652084355565
"20",20,20,0.095,9.99842616136171e-05,0.744157433364177,20,9.99834756151285e-05,0.459569030424409,20,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.128126215201032,0.207417880945581,0.305743866819763
"21",21,21,0.1,9.99842616136171e-05,0.744157433364177,21,9.99834756151285e-05,0.459569030424409,21,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.134869700211613,0.218334611521664,0.321835649283961
"22",22,22,0.105,9.99842616136171e-05,0.744157433364177,22,9.99834756151285e-05,0.459569030424409,22,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.141613185222194,0.229251342097747,0.337927431748159
"23",23,23,0.11,9.99842616136171e-05,0.744157433364177,23,9.99834756151285e-05,0.459569030424409,23,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.148356670232774,0.24016807267383,0.354019214212357
"24",24,24,0.115,9.99842616136171e-05,0.744157433364177,24,9.99834756151285e-05,0.459569030424409,24,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.155100155243355,0.251084803249914,0.370110996676555
"25",25,25,0.12,9.99842616136171e-05,0.744157433364177,25,9.99834756151285e-05,0.459569030424409,25,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.161843640253936,0.262001533825997,0.386202779140753
"26",26,26,0.125,9.99842616136171e-05,0.744157433364177,26,9.99834756151285e-05,0.459569030424409,26,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.168587125264516,0.27291826440208,0.402294561604951
"27",27,27,0.13,9.99842616136171e-05,0.744157433364177,27,9.99834756151285e-05,0.459569030424409,27,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.175330610275097,0.283834994978163,0.418386344069149
"28",28,28,0.135,9.99842616136171e-05,0.744157433364177,28,9.99834756151285e-05,0.459569030424409,28,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.182074095285678,0.294751725554246,0.434478126533347
"29",29,29,0.14,9.99842616136171e-05,0.744157433364177,29,9.99834756151285e-05,0.459569030424409,29,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.188817580296258,0.30566845613033,0.450569908997545
"30",30,30,0.145,9.99842616136171e-05,0.744157433364177,30,9.99834756151285e-05,0.459569030424409,30,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.195561065306839,0.316585186706413,0.466661691461743
"31",31,31,0.15,9.99842616136171e-05,0.744157433364177,31,9.99834756151285e-05,0.459569030424409,31,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.202304550317419,0.327501917282496,0.482753473925942
"32",32,32,0.155,9.99842616136171e-05,0.744157433364177,32,9.99834756151285e-05,0.459569030424409,32,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.209048035328,0.338418647858579,0.49884525639014
"33",33,33,0.16,9.99842616136171e-05,0.744157433364177,33,9.99834756151285e-05,0.459569030424409,33,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.215791520338581,0.349335378434662,0.514937038854338
"34",34,34,0.165,9.99842616136171e-05,0.744157433364177,34,9.99834756151285e-05,0.459569030424409,34,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.222535005349161,0.360252109010746,0.531028821318536
"35",35,35,0.17,9.99842616136171e-05,0.744157433364177,35,9.99834756151285e-05,0.459569030424409,35,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.229278490359742,0.371168839586829,0.547120603782734
"36",36,36,0.175,9.99842616136171e-05,0.744157433364177,36,9.99834756151285e-05,0.459569030424409,36,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.236021975370323,0.382085570162912,0.563212386246932
"37",37,37,0.18,9.99842616136171e-05,0.744157433364177,37,9.99834756151285e-05,0.459569030424409,37,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.242765460380903,0.393002300738995,0.57930416871113
"38",38,38,0.185,9.99842616136171e-05,0.744157433364177,38,9.99834756151285e-05,0.459569030424409,38,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.249508945391484,0.403919031315078,0.595395951175328
"39",39,39,0.19,9.99842616136171e-05,0.744157433364177,39,9.99834756151285e-05,0.459569030424409,39,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.256252430402065,0.414835761891162,0.611487733639526
"40",40,40,0.195,9.99842616136171e-05,0.744157433364177,40,9.99834756151285e-05,0.459569030424409,40,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.262995915412645,0.425752492467245,0.627579516103724
"41",41,41,0.2,9.99842616136171e-05,0.744157433364177,41,9.99834756151285e-05,0.459569030424409,41,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.269739400423226,0.436669223043328,0.643671298567922
"42",42,42,0.205,9.99842616136171e-05,0.744157433364177,42,9.99834756151285e-05,0.459569030424409,42,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.276482885433807,0.447585953619411,0.65976308103212
"43",43,43,0.21,9.99842616136171e-05,0.744157433364177,43,9.99834756151285e-05,0.459569030424409,43,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.283226370444387,0.458502684195494,0.675854863496318
"44",44,44,0.215,9.99842616136171e-05,0.744157433364177,44,9.99834756151285e-05,0.459569030424409,44,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.289969855454968,0.469419414771578,0.691946645960516
"45",45,45,0.22,9.99842616136171e-05,0.744157433364177,45,9.99834756151285e-05,0.459569030424409,45,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.296713340465549,0.480336145347661,0.708038428424714
"46",46,46,0.225,9.99842616136171e-05,0.744157433364177,46,9.99834756151285e-05,0.459569030424409,46,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.303456825476129,0.491252875923744,0.724130210888912
"47",47,47,0.23,9.99842616136171e-05,0.744157433364177,47,9.99834756151285e-05,0.459569030424409,47,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.31020031048671,0.502169606499827,0.74022199335311
"48",48,48,0.235,9.99842616136171e-05,0.744157433364177,48,9.99834756151285e-05,0.459569030424409,48,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.31694379549729,0.51308633707591,0.756313775817308
"49",49,49,0.24,9.99842616136171e-05,0.744157433364177,49,9.99834756151285e-05,0.459569030424409,49,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.323687280507871,0.524003067651994,0.772405558281506
"50",50,50,0.245,9.99842616136171e-05,0.744157433364177,50,9.99834756151285e-05,0.459569030424409,50,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.330430765518452,0.534919798228077,0.788497340745705
"51",51,51,0.25,9.99842616136171e-05,0.744157433364177,51,9.99834756151285e-05,0.459569030424409,51,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.337174250529032,0.54583652880416,0.804589123209903
"52",52,52,0.255,9.99842616136171e-05,0.744157433364177,52,9.99834756151285e-05,0.459569030424409,52,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.343917735539613,0.556753259380243,0.820680905674101
"53",53,53,0.26,9.99842616136171e-05,0.744157433364177,53,9.99834756151285e-05,0.459569030424409,53,9.99842514091132e-05,0.311661889058035,1.0036428994807,1.00339825725101,1.00303906422059,0.350661220550194,0.567669989956326,0.836772688138299
