adj,ngm,com,adj_e
15.447492359342217,15.137212968677716,9.122044052724714,15.072537040533813
16.254290411977394,15.90870127074492,9.188187359522528,15.822173357862686
15.572271950027064,15.281259919731296,9.15352155047981,15.318036450785684
15.663948423513157,15.540440093467494,9.15395023975438,15.332859342327373
14.977543996111574,14.773168791847985,9.122602414337942,14.539237203520488
15.742134104929184,15.441187286341146,9.0827863342668,15.30458849987437
15.483477941883622,15.293817068160955,9.132327990459071,15.061628161873655
16.04710445622695,15.421369331775871,9.113020237173172,15.728983307425263
15.522661496604318,14.73891414453251,9.079931101521206,15.069675926991422
15.373036875087742,15.210911188922756,9.158049055686599,15.012196009007416
15.695634079634603,15.246035410674079,9.096184397135074,15.341244795643524
15.769499872191686,15.551628771948723,9.126045686515694,15.386395788893866
15.454740631854223,15.364131222493874,9.041263915745777,15.117084679424787
15.265204646299722,15.262603384081459,9.064794624660802,15.037708121851264
15.521088923351561,15.146985333119844,9.194563178226295,15.146117877204333
15.570191711257259,15.13313575531365,9.045428054568392,15.193858610481893
15.486737607242434,15.09688316782878,9.036199472199309,15.045025245410717
15.686254275773626,15.269694345680863,9.085023847411197,15.274470934392722
15.493679358656083,15.151031532583467,9.161139698727384,15.1354807375671
15.512029227711638,15.461007903645699,9.129777308672923,15.151870131866641
15.545853836755535,15.285625909961327,9.121113217984066,15.185823841871219
15.423392069660649,15.228411896223157,9.165817420667357,15.103765917507545
15.391263793464933,14.91325478220907,9.159658414169714,14.989528328075366
15.20991497609551,14.819014750018068,9.134304735996935,14.806903331800948
15.69059307618505,15.488762265709486,9.097595726076674,15.348951681926572
15.840054817971673,15.562196705228647,9.142889930382388,15.489633443746813
16.147144691843607,15.726569671185258,9.14643709553015,15.741055601708089
15.835186230686359,15.52031161676857,9.161064641012652,15.557844411489054
15.301928869257031,14.924043257737901,9.028954603887428,14.945783775950416
15.830685853866822,15.293291658720388,9.193960174738178,15.341097361458766
15.568912581087238,15.166050735362521,9.050250164151102,15.220620661095273
15.688089516465526,15.32647151595182,9.13205768708779,15.388240762803491
15.675598837663104,15.215588314006926,9.050565461023766,15.322655838129032
15.602787066488556,15.336286351134836,9.176005698524834,15.154515077946707
15.553440859043784,15.068110017596853,9.084498868344374,15.201647414213268
15.419093345337847,15.031149515155377,9.025358018482452,15.071542007186974
15.99619036486738,15.323005082753612,9.040695067825352,15.647642426240296
15.73373113969106,15.049331111403687,9.167303703917433,15.221642514245143
15.877067748100337,15.463956792808286,9.147889148127177,15.445136761859011
15.796738533724216,15.292230023425919,9.145161531238399,15.462109644792596
15.416620913256567,14.847910264893516,9.072750846455131,15.010034826968994
15.763439375537663,15.199122726395712,9.151691043474486,15.327107988707905
15.385672224855911,15.212042376012146,9.078426785487842,15.04181017990685
15.772790963946937,15.130865151676351,9.209131712995225,15.41210459332492
15.918613188328337,15.521386822142214,9.204143824765403,15.585916846619236
15.919985329191698,15.507065578707977,9.155632811057437,15.604955372276766
15.70113137017407,15.459001474344666,9.216980658899258,15.333675669450056
15.628977360922168,15.297033677470743,9.107221382007571,15.227731261197018
15.38159775643769,14.854676657377306,9.082884178254721,14.940251337994008
15.410354377305532,15.317776957716587,9.03229804784125,15.163602100190664
15.661132785059074,15.331791007604432,9.074641346729457,15.335485459082845
15.90665663871917,15.457659801508871,9.08060293499861,15.427227945620444
16.121400009079682,15.722352231054236,9.120333795881244,15.681537656949178
15.252999357044553,14.75112608094718,9.091499200539632,14.855734913463946
15.6065981233073,15.111779639199957,9.14180326417979,15.045179595055508
15.84368705516452,15.566490781932378,9.045075275773899,15.483330013172239
15.379430693540513,15.155392636177154,9.124260318573244,14.988265351531416
15.075879700842577,14.950976577394654,9.094201424988444,14.638179491033581
15.308629562098007,15.16648694667215,9.100643822684603,15.018424899692425
15.711636074059417,15.530503836886286,9.108589868445096,15.351002157466864
15.70313629108727,15.365027748874086,9.108363193934848,15.309875217339657
15.771584803757207,15.497423772172015,9.059015113587877,15.385433736918372
16.149932934248465,15.884586558408934,9.133954117919922,15.852038464118705
15.77899643636914,15.602250768820022,9.109476339139775,15.378244204914466
15.349182872539116,15.131065689739794,9.14441396167397,14.988715622808293
15.599925529687033,15.23297570802002,9.087745288150773,15.222176101067053
15.44597625872995,15.064142448234756,9.145238242768519,15.164356693205624
15.542176703499937,15.42290869301558,9.180339901313252,15.079225068946789
15.287114074182513,15.02442188232527,9.055079833645916,14.851957776389673
15.408355117848217,15.425735510451753,9.079339979982946,15.123103853795794
15.739101997863592,15.410876833743194,9.115697423622027,15.355163689722763
15.135933687194532,14.713864006718168,9.102845009548192,14.819666755182345
15.971800109060158,15.644572750254758,9.13986647618515,15.578662326908638
15.486431816378301,15.17373784642941,9.03572366301111,15.082836923906333
15.38797651151523,14.975273083186506,9.140824769660199,15.044464299515937
16.0552076616942,15.519535775075514,9.147381245856428,15.610431778700496
15.833306108673614,15.662926101032046,9.156276670950565,15.528015844246157
15.77452053662855,15.361624763071063,9.171459033499756,15.428264764761742
